Time	Raw
22:47:17.639	-124
22:47:17.639	-51
22:47:17.639	0
22:47:17.640	117
22:47:17.640	276
22:47:17.640	232
22:47:17.640	120
22:47:17.640	76
22:47:17.640	10
22:47:17.641	-103
22:47:17.641	-118
22:47:17.641	-69
22:47:17.641	-51
22:47:17.641	26
22:47:17.641	172
22:47:17.641	189
22:47:17.641	122
22:47:17.641	153
22:47:17.641	135
22:47:17.641	36
22:47:17.641	9
22:47:17.641	85
22:47:17.670	103
22:47:17.670	146
22:47:17.670	194
22:47:17.670	153
22:47:17.670	1
22:47:17.670	-1
22:47:17.670	41
22:47:17.670	24
22:47:17.701	-11
22:47:17.701	54
22:47:17.701	68
22:47:17.701	84
22:47:17.701	170
22:47:17.701	229
22:47:17.701	98
22:47:17.702	66
22:47:17.702	148
22:47:17.702	157
22:47:17.702	83
22:47:17.702	134
22:47:17.702	152
22:47:17.702	108
22:47:17.702	161
22:47:17.702	221
22:47:17.702	136
22:47:17.702	122
22:47:17.702	252
22:47:17.702	256
22:47:17.702	89
22:47:17.702	37
22:47:17.764	151
22:47:17.764	265
22:47:17.764	331
22:47:17.764	311
22:47:17.764	195
22:47:17.764	123
22:47:17.764	220
22:47:17.764	321
22:47:17.764	296
22:47:17.764	228
22:47:17.764	298
22:47:17.764	332
22:47:17.764	406
22:47:17.764	582
22:47:17.764	650
22:47:17.764	538
22:47:17.764	630
22:47:17.764	774
22:47:17.764	759
22:47:17.764	665
22:47:17.764	724
22:47:17.764	731
22:47:17.764	688
22:47:17.764	739
22:47:17.796	939
22:47:17.796	1050
22:47:17.796	1123
22:47:17.796	1110
22:47:17.796	1063
22:47:17.796	1036
22:47:17.796	1047
22:47:17.796	1063
22:47:17.796	1112
22:47:17.796	1190
22:47:17.796	1301
22:47:17.796	1283
22:47:17.796	1236
22:47:17.796	1248
22:47:17.796	1208
22:47:17.796	1165
22:47:17.796	1212
22:47:17.796	1253
22:47:17.828	1252
22:47:17.828	1289
22:47:17.828	1312
22:47:17.828	1260
22:47:17.828	1184
22:47:17.828	1161
22:47:17.828	1146
22:47:17.828	1116
22:47:17.828	1107
22:47:17.828	1120
22:47:17.828	1092
22:47:17.828	1063
22:47:17.828	1032
22:47:17.828	1000
22:47:17.828	963
22:47:17.828	936
22:47:17.828	913
22:47:17.828	881
22:47:17.860	848
22:47:17.860	823
22:47:17.860	797
22:47:17.860	772
22:47:17.860	746
22:47:17.860	723
22:47:17.860	696
22:47:17.860	672
22:47:17.860	648
22:47:17.860	627
22:47:17.860	603
22:47:17.860	584
22:47:17.860	565
22:47:17.860	546
22:47:17.860	529
22:47:17.860	512
22:47:17.891	492
22:47:17.891	473
22:47:17.891	458
22:47:17.891	442
22:47:17.891	422
22:47:17.891	407
22:47:17.891	395
22:47:17.891	381
22:47:17.891	369
22:47:17.891	356
22:47:17.891	338
22:47:17.891	307
22:47:17.891	290
22:47:17.891	274
22:47:17.922	246
22:47:17.922	209
22:47:17.922	181
22:47:17.922	133
22:47:17.922	117
22:47:17.922	101
22:47:17.922	42
22:47:17.922	-72
22:47:17.922	-124
22:47:17.922	-150
22:47:17.922	-246
22:47:17.922	-396
22:47:17.922	-438
22:47:17.922	-525
22:47:17.922	-693
22:47:17.922	-820
22:47:17.954	-1089
22:47:17.954	-1737
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-1972
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.954	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-2048
22:47:17.985	-1974
22:47:17.985	-1970
22:47:17.985	-1926
22:47:18.016	-1843
22:47:18.016	-1794
22:47:18.016	-1768
22:47:18.016	-1681
22:47:18.016	-1595
22:47:18.016	-1546
22:47:18.016	-1463
22:47:18.016	-1330
22:47:18.016	-1277
22:47:18.016	-1257
22:47:18.016	-1175
22:47:18.047	-1131
22:47:18.047	-1148
22:47:18.047	-1108
22:47:18.047	-1006
22:47:18.047	-923
22:47:18.047	-849
22:47:18.047	-746
22:47:18.047	-668
22:47:18.047	-677
22:47:18.047	-619
22:47:18.047	-534
22:47:18.047	-474
22:47:18.047	-395
22:47:18.047	-146
22:47:18.047	108
22:47:18.047	436
22:47:18.047	781
22:47:18.047	845
22:47:18.047	557
22:47:18.048	451
22:47:18.079	440
22:47:18.079	402
22:47:18.079	436
22:47:18.079	740
22:47:18.079	874
22:47:18.079	774
22:47:18.079	754
22:47:18.079	940
22:47:18.079	1020
22:47:18.079	1106
22:47:18.111	1301
22:47:18.111	1355
22:47:18.111	1269
22:47:18.111	1258
22:47:18.111	1287
22:47:18.111	1274
22:47:18.111	1388
22:47:18.111	1596
22:47:18.111	1589
22:47:18.111	1452
22:47:18.111	1525
22:47:18.111	1639
22:47:18.111	1592
22:47:18.111	1483
22:47:18.111	1526
22:47:18.111	1528
22:47:18.111	1619
22:47:18.111	1885
22:47:18.111	2047
22:47:18.111	1980
22:47:18.111	1959
22:47:18.111	2037
22:47:18.111	1931
22:47:18.111	1782
22:47:18.143	1931
22:47:18.143	2008
22:47:18.143	2020
22:47:18.143	2047
22:47:18.143	2047
22:47:18.143	2010
22:47:18.143	1968
22:47:18.143	1970
22:47:18.143	1917
22:47:18.143	1827
22:47:18.144	1820
22:47:18.144	1797
22:47:18.144	1733
22:47:18.144	1699
22:47:18.144	1684
22:47:18.144	1592
22:47:18.144	1513
22:47:18.144	1504
22:47:18.144	1451
22:47:18.144	1360
22:47:18.173	1335
22:47:18.173	1324
22:47:18.173	1256
22:47:18.173	1188
22:47:18.173	1142
22:47:18.173	1043
22:47:18.173	876
22:47:18.173	822
22:47:18.173	768
22:47:18.173	641
22:47:18.173	488
22:47:18.205	363
22:47:18.205	92
22:47:18.205	17
22:47:18.205	196
22:47:18.205	273
22:47:18.205	-11
22:47:18.205	-277
22:47:18.205	-459
22:47:18.205	-613
22:47:18.205	-726
22:47:18.205	-723
22:47:18.205	-939
22:47:18.205	-1347
22:47:18.205	-1655
22:47:18.205	-1758
22:47:18.205	-1974
22:47:18.237	-2048
22:47:18.237	-1981
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-2048
22:47:18.237	-1894
22:47:18.237	-1737
22:47:18.237	-1784
22:47:18.237	-1882
22:47:18.268	-1953
22:47:18.268	-2048
22:47:18.268	-2048
22:47:18.268	-2048
22:47:18.268	-2038
22:47:18.268	-1998
22:47:18.268	-1825
22:47:18.268	-1640
22:47:18.268	-1587
22:47:18.268	-1590
22:47:18.268	-1498
22:47:18.268	-1500
22:47:18.268	-1510
22:47:18.268	-1435
22:47:18.268	-1320
22:47:18.268	-1318
22:47:18.268	-1206
22:47:18.268	-1000
22:47:18.268	-891
22:47:18.268	-942
22:47:18.299	-904
22:47:18.299	-921
22:47:18.299	-985
22:47:18.299	-938
22:47:18.299	-776
22:47:18.299	-749
22:47:18.299	-684
22:47:18.299	-438
22:47:18.299	-269
22:47:18.299	-307
22:47:18.330	-266
22:47:18.330	-141
22:47:18.330	-158
22:47:18.330	-194
22:47:18.330	-18
22:47:18.330	179
22:47:18.330	283
22:47:18.330	492
22:47:18.330	581
22:47:18.330	533
22:47:18.330	561
22:47:18.330	729
22:47:18.330	739
22:47:18.330	704
22:47:18.330	762
22:47:18.330	849
22:47:18.330	805
22:47:18.330	948
22:47:18.330	1115
22:47:18.330	1082
22:47:18.362	913
22:47:18.362	936
22:47:18.362	937
22:47:18.362	904
22:47:18.362	949
22:47:18.362	1031
22:47:18.362	882
22:47:18.362	849
22:47:18.362	998
22:47:18.362	1048
22:47:18.394	904
22:47:18.394	843
22:47:18.394	779
22:47:18.394	724
22:47:18.394	807
22:47:18.394	979
22:47:18.394	955
22:47:18.394	945
22:47:18.394	1148
22:47:18.394	1251
22:47:18.394	1120
22:47:18.394	994
22:47:18.394	917
22:47:18.394	729
22:47:18.394	648
22:47:18.394	689
22:47:18.394	635
22:47:18.394	449
22:47:18.394	467
